Название,Продолжительность,movies_duration
Ночной портье,"The Night Clerk, 90 мин",90
Куда течет море,60 мин,60
Алиса не может ждать. Фильм о фильме,28 мин,28
Молчание,"The Silence of the Lambs, 118 мин",118
"Ирония судьбы, или С легким паром!",184 мин,184
Оружейный барон,"Lord of War, 122 мин",122
Гагарин. Первый в космосе,108 мин,108
Мюнхен,"Munich, 164 мин",164
30 свиданий,88 мин,88
Переходный возраст,"Life as We Know It, 43 мин",43
Рок-н-рольщик,"RocknRolla, 114 мин",114
Лемони Сникет: 33 несчастья,"A Series of Unfortunate Events, 108 мин",108
Забавная мордашка,"Funny Face, 103 мин",103
Когда звонит незнакомец,"When a Stranger Calls, 87 мин",87
Анализируй то,"Analyze That, 96 мин",96
Цена измены,"Derailed, 107 мин",107
Страстное трио,"Kinetta, 95 мин",95
Кухня на помойку,24 мин,24
Хочу в тюрьму,94 мин,94
Штурм Белого дома,"White House Down, 131 мин",131
"Твои, мои и наши","Yours, Mine & Ours, 88 мин",88
Волшебная страна,"Finding Neverland, 97 мин",97
Вам письмо,"You've Got Mail, 114 мин",114
Веселые каникулы,"Get the Gringo, 96 мин",96
Мизерере,"La marque des anges - Miserere, 106 мин",106
Территория,48 мин,48
Стекло,"Glass, 129 мин",129
"То, что мы потеряли","Things We Lost in the Fire, 118 мин",118
Люби их всех,100 мин,100
Нет,"Nope, 130 мин",130
8 первых свиданий,83 мин,83
Шрэк Третий,"Shrek the Third, 93 мин",93
Один король - одна Франция,"Un peuple et son roi, 121 мин",121
Подстава,"Set It Up, 105 мин",105
Покойся с миром,"Descansar en paz, 105 мин",105
Принцесса и лягушка,"The Princess and the Frog, 97 мин",97
Назад в будущее 3,"Back to the Future Part III, 118 мин",118
Жена ушла,91 мин,91
Дневник памяти,"The Notebook, 124 мин",124
Вечныe,"Eternals, 156 мин",156
Два холма. Фильм о фильме,27 мин,27
Медведь,"The Bear, 34 мин",34
Снеговик,"The Snowman, 119 мин",119
Изгой,"Cast Away, 143 мин",143
Свободные,102 мин,102
Револьвер,"Revolver, 111 мин",111
Страшная воля богов,"Kamisama no iu tôri, 117 мин",117
Гордость и слава,"Pride and Glory, 130 мин",130
Звёзды,72 мин,72
Битва на озере 2,"Zhang jin hu zhi shui men qiao, 149 мин",149
Познавая белый свет,79 мин,79
Вмешательство,123 мин,123
Живой лес,"El bosque animado, 83 мин",83
Удовольствие,"Pleasure, 109 мин",109
Логан,"Logan, 137 мин",137
Гаттака,"Gattaca, 106 мин",106
Совершенное оружие,"Hanna, 111 мин",111
Роден,"Rodin, 119 мин",119
Мой папа псих,"King of California, 93 мин",93
Красотки и кокосы,82 мин,82
Лесная царевна,94 мин,94
Дорогой Джон,"Dear John, 108 мин",108
Супруги,46 мин,46
Диктатор,"The Dictator, 83 мин",83
Цена страха,"The Sum of All Fears, 124 мин",124
Свадьба в Малиновке,95 мин,95
Левиафан,141 мин,141
"Осторожно, бабушка!",88 мин,88
Молот,"Hammer and Bolter, 20 мин",20
Иллюзия обмана 2,"Now You See Me 2, 129 мин",129
Реставрация,29 мин,29
Коррупционер,"The Corrupted, 103 мин",103
День полнолуния,93 мин,93
Спасти Панду,"Miseuteo Ju: sarajin VIP, 114 мин",114
Обещание,"The Promise, 133 мин",133
Искусственный разум,"Artificial Intelligence: AI, 146 мин",146
Красный воробей,"Red Sparrow, 140 мин",140
Что творят немецкие мужчины,"Mann tut was Mann kann, 108 мин",108
Вампирши,"Vamps, 93 мин",93
Человек-амфибия,92 мин,92
Чужие письма,93 мин,93
Представь себе,"Imagine That, 107 мин",107
Унесённые ветром,"Gone with the Wind, 222 мин",222
Сорвиголова,"Daredevil, 60 мин",60
Эмпайр Стэйт,"Empire State, 94 мин",94
Малефисента,"Maleficent, 97 мин",97
Чтец,"The Reader, 124 мин",124
Баллада о солдате,89 мин,89
На крючке,"Eagle Eye, 118 мин",118
Спиди Гонщик,"Speed Racer, 135 мин",135
Летят журавли,95 мин,95
Злое,"Malignant, 111 мин",111
Живое,"Life, 103 мин",103
Мария-Антуанетта,"Marie Antoinette, 123 мин",123
Спутник,113 мин,113
Кукла. Последнее проклятие,"Karem, la posesión, 90 мин",90
Хэнкок,"Hancock, 92 мин",92
Эйс Вентура: Розыск домашних животных,"Ace Ventura: Pet Detective, 86 мин",86
Чудаки,"Jackass: The Movie, 85 мин",85
Ну разве не романтично?,"Isn't It Romantic, 89 мин",89
Главный,"Free Guy, 115 мин",115
Замечательная жизнь,"It's a Wonderful Life, 130 мин",130
Адмирал Ушаков,108 мин,108
Останься,"Stay, 95 мин",95
Бесконечность,"Infinite, 106 мин",106
Путешествие к центру Земли,"Journey to the Center of the Earth 3D, 93 мин",93
Сладкая парочка,"Daljjakjigeunhae: 7510, 119 мин",119
Пипец 2,"Kick-Ass 2, 103 мин",103
Кровавая работа,"Blood Work, 110 мин",110
Нормальный только я,99 мин,99
Красная стрела,92 мин,92
Песенка о радуге,"For Colored Girls, 120 мин",120
Большой красный пес Клиффорд,"Clifford the Big Red Dog, 96 мин",96
Рыбка и цыплята,"Fish & Chicks, 19 мин",19
Андрейка,44 мин,44
Человек на Луне,"First Man, 141 мин",141
Идеальная жена,48 мин,48
В последний раз,"The Last Time, 96 мин",96
Простая просьба,"A Simple Favor, 117 мин",117
Американская история X,"American History X, 119 мин",119
Бог грома,"Torden, 104 мин",104
Superалиби,"Alibi.com, 89 мин",89
Выход справа,"Ausstieg Rechts, 6 мин",6
Пробуждающая совесть,"Skammerens datter, 96 мин",96
Любовь земная,94 мин,94
Любовь с акцентом,100 мин,100
Освещая дорогу,"City of Ember, 95 мин",95
Вселенная Стивена Хокинга,"The Theory of Everything, 123 мин",123
Безумный куш,"Danger One, 101 мин",101
И гаснет свет…,"Lights Out, 81 мин",81
Селфи,112 мин,112
Питер Пэн и Венди,"Peter Pan & Wendy, 106 мин",106
Доктор Скальпель,"Gut dakteo, 70 мин",70
Зайчик,87 мин,87
Шазам!,"Shazam! Fury of the Gods, 130 мин",130
Внимание: смертельно опасно,"Warning: This Drug May Kill You, 59 мин",59
"Карты, деньги, два ствола","Lock, Stock and Two Smoking Barrels, 107 мин",107
Костюмер,"The Dresser, 105 мин",105
Овод,102 мин,102
Айка,114 мин,114
Инспектор ГАИ,79 мин,79
Ужас Амитивилля,"The Amityville Horror, 90 мин",90
Возвращение,106 мин,106
Крейсер,"USS Indianapolis: Men of Courage, 127 мин",127
Эд из телевизора,"EDtv, 122 мин",122
Шаг навстречу,77 мин,77
Крутые меры,"Bastille Day, 92 мин",92
Братья Систерс,"The Sisters Brothers, 122 мин",122
Я видел дьявола,"Akmareul boattda, 144 мин",144
Год свиньи,71 мин,71
Подрыв,110 мин,110
Паническая атака,"Ataque de Pánico, 5 мин",5
Соблазн,"Original Sin, 116 мин",116
Холодное сердце 2,"Frozen II, 103 мин",103
Страшные истории для рассказа в темноте,"Scary Stories to Tell in the Dark, 108 мин",108
Джанго освобождённый,"Django Unchained, 165 мин",165
Поцелуй на удачу,"Just My Luck, 108 мин",108
Авоська,73 мин,73
Табачный капитан,80 мин,80
Границы,"Upon Entry, 77 мин",77
Акварель,"Aquarela, 90 мин",90
Вся правда о любви,"The Truth About Love, 100 мин",100
Купи меня,107 мин,107
Чёрная месса,"Black Mass, 123 мин",123
Ужасно интересно,"Wish Dragon, 99 мин",99
Великий уравнитель 2,"The Equalizer 2, 121 мин",121
Розыгрыш,84 мин,84
1+1,"Intouchables, 112 мин",112
"Гори, гори ясно","Brightburn, 90 мин",90
Последний клиент,"Klienten, 97 мин",97
Медведь Йоги,"Yogi Bear, 81 мин",81
Безумно богатые азиаты,"Crazy Rich Asians, 120 мин",120
Бесконечная любовь,"Sonsuz Ask, 114 мин",114
Мадам,"Madame Web, 116 мин",116
Золотая рыбка,86 мин,86
Лофт,"The Loft, 98 мин",98
Чудесный колокольчик,20 мин,20
За работой,"Monsters at Work, 22 мин",22
Морской бой,"Battleship, 131 мин",131
Смерть на Ниле,"Death on the Nile, 127 мин",127
Нагорная проповедь,"Sermon on the Mount, 46 мин",46
Одинокий рейнджер,"The Lone Ranger, 149 мин",149
Шрэк 2,"Shrek 2, 93 мин",93
Команда 33,84 мин,84
Девятка,"Walkaway Joe, 89 мин",89
Всё Везде и Сразу,"Everything Everywhere All at Once, 139 мин",139
Мадагаскар 2,"Madagascar: Escape 2 Africa, 89 мин",89
Похищенная,"A Lonely Place to Die, 99 мин",99
Монах и бес,113 мин,113
Приключения Паддингтона 2,"Paddington 2, 103 мин",103
Родня,92 мин,92
Бриллиантовый полицейский,"Blue Streak, 93 мин",93
Правда или действие,"Truth or Dare, 100 мин",100
На путь истинный,"Fall to Grace, 48 мин",48
Не говори никому,"Speak No Evil, 110 мин",110
